,CashbackAmount,Tenure,CityTier,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,PreferredPaymentMode,PreferedOrderCat,Gender_Female,Gender_Male,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
3709,181.47,10.0,3,23.0,5,5,6,0,3.0,5,2,1,0,1,0,0
4731,168.64,1.0,1,7.0,6,1,5,0,1.0,4,4,1,0,0,1,0
5023,161.0,7.0,2,9.0,4,3,3,0,5.0,6,4,0,1,0,1,0
3043,184.74,11.0,1,13.0,3,5,6,1,8.0,3,2,0,1,0,1,0
1291,144.4,11.0,3,6.0,3,4,1,0,8.0,4,2,0,1,0,1,0
4787,263.26,26.0,1,32.0,5,1,5,0,1.0,3,1,1,0,0,1,0
2096,163.47,23.0,3,6.0,3,3,1,0,13.0,4,2,1,0,0,1,0
4791,153.18,18.0,1,15.0,2,1,4,1,3.0,4,4,0,1,0,1,0
4302,168.17,12.0,1,10.0,4,3,5,1,3.0,1,2,1,0,0,0,1
396,146.47,0.0,3,9.0,2,2,2,1,4.0,3,2,1,0,0,1,0
3720,232.93,5.0,3,15.0,4,2,3,0,10.0,4,0,0,1,0,1,0
2251,125.85,7.0,1,14.0,1,3,1,0,0.0,1,3,1,0,0,1,0
3652,265.26,25.0,2,12.0,4,4,3,1,11.0,4,1,0,1,0,1,0
3658,171.39,10.0,3,14.0,2,5,4,0,14.0,5,2,1,0,1,0,0
1628,154.15,28.0,1,26.0,3,1,4,1,8.0,1,2,0,1,0,1,0
5446,158.77,14.0,1,9.0,4,5,6,0,3.0,4,4,1,0,0,1,0
2897,146.53,10.0,1,25.0,4,2,3,0,8.0,3,4,1,0,0,0,1
1643,136.88,9.0,1,24.0,1,1,5,0,0.0,4,4,0,1,0,1,0
2984,148.26,11.0,1,16.0,4,2,3,1,3.0,3,4,0,1,1,0,0
5629,169.04,8.0,1,15.0,2,3,4,0,3.0,3,2,0,1,0,1,0
655,187.22,0.0,1,30.0,4,5,2,0,9.0,1,0,0,1,0,0,1
2514,135.17,0.0,1,14.0,1,3,8,0,2.0,3,3,1,0,0,1,0
3764,188.88,7.0,1,15.0,4,3,4,1,1.0,4,2,0,1,0,0,1
2772,124.06,13.0,1,14.0,3,1,9,0,0.0,4,3,0,1,0,1,0
4420,152.94,6.0,1,14.0,2,4,3,0,4.0,4,4,0,1,0,1,0
2924,149.36,1.0,1,21.0,4,2,7,1,5.0,3,4,0,1,1,0,0
4167,151.93,4.0,1,31.0,4,3,3,0,1.0,4,4,0,1,0,1,0
1752,126.53999999999999,18.0,1,14.0,3,1,4,0,2.0,4,3,0,1,0,1,0
1027,131.17,0.0,1,11.0,3,1,2,0,2.0,0,3,0,1,0,0,1
1950,162.88,11.0,1,18.0,4,5,3,0,2.0,4,2,0,1,0,1,0
3212,171.8,11.0,1,17.0,3,2,5,0,1.0,4,4,0,1,0,0,1
3351,172.65,17.0,1,15.0,4,4,6,0,1.0,4,2,1,0,0,1,0
3613,169.9,8.0,2,18.0,5,4,6,0,9.0,4,2,0,1,1,0,0
5005,169.22,14.0,1,33.0,5,1,5,1,1.0,3,2,1,0,0,1,0
1279,143.32,15.0,1,29.0,4,3,2,0,7.0,4,2,0,1,0,0,1
4829,149.04,3.0,1,13.0,4,5,9,1,3.0,3,4,0,1,0,1,0
1509,125.66,0.0,1,14.0,4,3,2,1,1.0,0,3,0,1,0,1,0
5200,262.57,14.0,1,15.0,5,4,4,0,9.0,3,0,0,1,0,1,0
454,143.81,7.0,1,8.0,4,5,2,0,3.0,3,4,1,0,0,0,1
4385,146.77,31.0,1,10.0,5,1,5,0,1.0,4,4,0,1,0,1,0
2034,129.73,0.0,1,10.0,3,5,2,0,0.0,1,3,0,1,0,0,1
3624,145.96,1.0,1,7.0,4,4,3,0,2.0,3,4,1,0,0,0,1
5318,182.68,11.0,1,26.0,4,3,5,0,3.0,4,2,0,1,0,1,0
431,124.5,26.0,1,14.0,3,2,3,0,2.0,4,2,0,1,0,0,1
523,129.73,10.0,3,27.0,3,2,6,0,0.0,0,3,1,0,1,0,0
5152,234.2,13.0,1,32.0,4,3,5,0,6.0,4,0,0,1,0,1,0
3732,156.62,18.0,1,12.0,5,3,5,0,4.0,4,4,0,1,0,0,1
875,129.5,25.0,1,14.0,3,5,10,0,4.0,6,3,1,0,1,0,0
2682,128.56,1.0,3,9.0,3,4,2,0,0.0,0,3,1,0,0,1,0
3926,186.34,1.0,3,20.0,5,5,7,1,3.0,5,2,0,1,0,1,0
2952,146.76,6.0,1,9.0,5,5,6,0,5.0,1,2,0,1,0,0,1
4647,153.36,1.0,1,7.0,5,4,3,0,1.0,4,4,1,0,0,0,1
3755,165.35,29.0,1,11.0,4,3,2,1,3.0,4,2,0,1,1,0,0
4913,233.8,13.0,1,29.0,4,5,3,1,9.0,3,0,1,0,0,0,1
5457,146.48,1.0,2,27.0,4,4,2,1,5.0,3,4,1,0,0,1,0
1892,127.59,5.0,1,25.0,1,3,7,1,2.0,0,3,0,1,0,1,0
2313,146.39,9.0,3,13.0,1,5,3,0,13.0,5,2,1,0,0,1,0
2266,121.53999999999999,0.0,1,7.0,3,3,1,1,2.0,0,3,0,1,0,0,1
3455,153.21,12.0,1,10.0,4,3,5,0,3.0,6,4,0,1,1,0,0
1948,122.74000000000001,0.0,1,8.0,4,3,2,0,0.0,4,3,1,0,0,0,1
1277,111.28999999999999,4.0,1,8.0,5,1,2,1,0.0,3,4,1,0,0,1,0
1033,157.68,10.0,1,25.0,3,3,4,0,2.0,4,2,0,1,0,1,0
505,147.75,0.0,1,6.0,4,2,7,0,2.0,4,2,0,1,1,0,0
3527,259.99,14.0,1,16.0,4,3,11,0,14.0,3,0,1,0,0,0,1
231,167.81,15.0,1,8.0,4,2,4,0,0.0,6,2,0,1,0,0,1
697,140.33,7.0,1,8.0,3,3,3,0,2.0,4,2,0,1,0,0,1
3444,148.42,7.0,3,15.0,5,2,2,0,3.0,4,4,1,0,0,0,1
2658,123.35,0.0,2,14.0,4,5,5,1,0.0,6,3,0,1,0,1,0
1676,163.49,0.0,3,6.0,3,4,1,1,4.0,5,2,0,1,0,1,0
4939,149.61,15.0,1,11.0,4,3,11,1,8.0,4,4,0,1,0,1,0
1195,129.36,15.0,1,16.0,3,3,4,0,3.0,1,3,0,1,0,1,0
3229,163.75,24.0,3,15.0,4,4,9,0,3.0,5,4,0,1,1,0,0
2181,173.36,0.0,3,29.0,4,5,2,0,10.0,4,0,1,0,0,1,0
143,234.95999999999998,18.0,1,26.0,3,2,1,1,10.0,3,1,0,1,1,0,0
3812,172.23,3.0,1,10.0,4,5,3,1,6.0,3,4,0,1,0,0,1
1417,125.00999999999999,4.0,1,14.0,3,4,2,0,0.0,0,3,0,1,0,0,1
2310,136.69,0.0,1,25.0,3,1,4,0,2.0,3,4,0,1,0,1,0
4820,148.8,21.0,1,9.0,5,1,11,1,1.0,4,4,0,1,0,1,0
631,140.25,5.0,1,35.0,3,3,10,0,7.0,3,4,1,0,0,0,1
5109,170.34,13.0,1,25.0,4,3,2,0,8.0,4,2,0,1,0,0,1
861,161.2,12.0,3,27.0,4,2,4,1,4.0,4,2,0,1,1,0,0
266,134.48,13.0,1,8.0,4,3,7,0,0.0,0,2,1,0,1,0,0
32,133.46,30.0,1,15.0,4,4,5,1,0.0,0,3,1,0,1,0,0
1184,146.84,0.0,3,16.0,3,1,2,0,2.0,3,2,0,1,0,0,1
3585,193.33,5.0,1,18.0,4,5,3,1,2.0,3,2,0,1,1,0,0
2954,159.85,1.0,1,9.0,4,3,4,0,1.0,4,4,0,1,0,0,1
4554,168.06,5.0,1,14.0,4,5,3,0,13.0,3,2,1,0,0,1,0
4817,150.32,3.0,1,14.0,5,1,8,0,4.0,3,4,1,0,0,1,0
2088,237.26,30.0,1,8.0,4,1,4,1,3.0,4,1,1,0,0,0,1
671,136.91,0.0,1,10.0,3,2,2,1,6.0,1,4,0,1,1,0,0
49,150.06,18.0,3,10.0,3,5,5,1,3.0,4,2,1,0,0,1,0
5031,147.1,1.0,1,24.0,4,4,3,0,1.0,4,4,1,0,0,1,0
4831,145.08,8.0,1,17.0,4,4,3,0,1.0,4,4,0,1,0,1,0
920,123.44999999999999,13.0,1,14.0,3,3,3,0,2.0,0,3,0,1,0,1,0
1394,122.69,0.0,1,14.0,1,1,2,0,1.0,4,3,0,1,0,1,0
4954,202.56,8.0,1,10.0,4,1,2,0,5.0,4,2,0,1,0,0,1
1633,123.72999999999999,0.0,1,14.0,3,4,3,1,2.0,0,3,0,1,0,1,0
4426,180.82,5.0,1,30.0,5,1,2,0,9.0,3,2,0,1,0,1,0
3803,165.87,6.0,1,7.0,4,5,6,0,3.0,1,2,0,1,0,1,0
4525,177.58,20.0,1,14.0,4,3,4,0,1.0,3,2,1,0,0,1,0
2639,168.7,14.0,1,11.0,1,4,4,0,2.0,4,2,0,1,0,0,1
3813,186.42,9.0,1,17.0,4,3,5,1,5.0,3,2,1,0,0,0,1
3250,176.21,8.0,1,15.0,4,5,5,0,1.0,4,2,1,0,0,1,0
912,193.8,18.0,1,35.0,3,1,5,1,2.0,2,0,0,1,1,0,0
4399,162.3,1.0,1,7.0,5,3,2,1,3.0,4,4,0,1,0,0,1
2258,288.24,8.0,3,8.0,5,4,3,1,11.0,5,5,1,0,0,0,1
2099,123.41999999999999,6.0,3,14.0,4,1,1,0,2.0,4,3,1,0,0,0,1
2441,264.37,13.0,2,12.0,3,1,2,1,7.0,3,1,0,1,0,0,1
2914,168.45,5.0,1,7.0,6,3,2,0,5.0,3,2,0,1,1,0,0
2670,139.68,15.0,1,14.0,3,3,5,0,0.0,4,4,0,1,0,0,1
900,141.62,0.0,3,10.0,3,3,2,1,3.0,3,2,1,0,1,0,0
1314,176.44,9.0,3,9.0,4,1,1,0,4.0,3,0,1,0,0,1,0
4478,149.78,1.0,1,12.0,4,4,3,1,3.0,4,4,1,0,0,0,1
4584,266.18,31.0,3,36.0,5,1,5,0,1.0,5,1,0,1,0,1,0
3237,152.59,6.0,1,26.0,3,3,8,1,3.0,3,4,0,1,0,1,0
1247,151.51,12.0,1,15.0,3,5,2,0,9.0,3,2,0,1,0,1,0
3696,167.84,1.0,1,35.0,5,5,5,0,4.0,4,2,0,1,0,0,1
2504,150.42,12.0,1,10.0,3,3,1,0,8.0,3,2,1,0,0,0,1
2,120.28,0.0,1,30.0,4,3,6,1,3.0,4,3,0,1,0,0,1
5477,148.79,1.0,1,12.0,4,1,2,1,3.0,4,4,1,0,0,0,1
1857,120.44999999999999,0.0,1,9.0,4,1,1,0,1.0,0,3,0,1,0,0,1
4293,206.89,15.0,3,16.0,4,3,5,1,8.0,4,0,0,1,0,1,0
1109,149.78,20.0,3,8.0,3,4,8,0,0.0,5,2,0,1,0,1,0
1499,189.98,5.0,3,14.0,3,1,2,0,7.0,5,0,1,0,0,0,1
5323,164.36,11.0,1,17.0,4,4,3,0,8.0,3,4,1,0,0,1,0
914,127.41999999999999,0.0,2,15.0,3,3,2,0,2.0,1,3,1,0,1,0,0
4134,148.39,20.0,1,14.0,4,3,10,0,9.0,1,4,0,1,0,1,0
5390,164.07,1.0,1,36.0,4,5,3,0,3.0,3,4,0,1,0,1,0
2691,159.06,18.0,1,31.0,4,1,1,0,8.0,4,2,1,0,0,1,0
5562,136.29,5.0,1,9.0,6,1,3,1,1.0,3,4,1,0,0,1,0
2564,129.74,2.0,1,15.0,3,3,10,0,2.0,0,3,1,0,0,1,0
4061,178.8,30.0,3,18.0,5,5,6,0,1.0,5,2,1,0,0,1,0
332,118.78,0.0,3,11.0,3,4,2,1,0.0,5,4,0,1,0,0,1
1712,204.96,23.0,1,16.0,4,1,7,0,3.0,2,0,0,1,0,0,1
1154,123.41999999999999,7.0,1,14.0,3,4,2,1,3.0,0,3,0,1,0,1,0
2053,150.79,9.0,3,14.0,3,1,5,0,7.0,1,2,0,1,0,1,0
4092,136.29,5.0,1,9.0,6,1,3,1,1.0,3,4,1,0,0,1,0
1298,133.75,0.0,1,6.0,3,3,1,0,2.0,4,3,0,1,0,0,1
5321,202.56,12.0,1,9.0,5,3,5,1,3.0,3,0,1,0,0,1,0
1834,266.27,16.0,1,12.0,4,1,5,1,0.0,6,1,0,1,0,1,0
5609,149.39,6.0,1,9.0,4,5,3,0,3.0,1,4,0,1,0,0,1
4010,154.36,16.0,1,17.0,4,3,5,0,4.0,1,4,0,1,0,1,0
3256,188.97,11.0,3,34.0,2,3,6,1,4.0,4,2,1,0,0,0,1
2765,127.82,14.0,1,7.0,3,1,4,0,0.0,4,3,0,1,0,1,0
1472,116.75,0.0,3,28.0,3,3,2,1,0.0,5,4,0,1,0,0,1
3001,177.1,19.0,1,14.0,4,5,3,0,12.0,4,0,0,1,0,1,0
2538,124.4,11.0,1,14.0,4,4,2,0,3.0,0,3,1,0,0,0,1
3195,151.59,1.0,1,13.0,4,2,3,1,3.0,4,4,1,0,1,0,0
4419,159.79,1.0,1,36.0,5,4,2,0,5.0,3,4,0,1,0,0,1
809,120.96000000000001,0.0,1,6.0,3,4,2,0,1.0,0,3,1,0,0,0,1
4162,145.9,1.0,1,9.0,5,3,8,1,1.0,6,4,0,1,0,0,1
4935,232.98000000000002,17.0,3,32.0,5,1,7,0,1.0,3,0,0,1,0,1,0
1023,153.77,12.0,1,16.0,3,5,3,0,7.0,3,2,0,1,0,1,0
3531,160.97,1.0,1,31.0,4,4,10,0,3.0,3,4,0,1,0,0,1
3677,230.96,25.0,3,9.0,4,4,4,0,0.0,5,0,0,1,1,0,0
723,123.75999999999999,8.0,1,14.0,4,2,2,0,2.0,6,3,0,1,1,0,0
2686,141.97,4.0,1,26.0,3,3,2,0,2.0,4,2,0,1,0,1,0
1050,152.95,12.0,1,18.0,3,4,5,0,0.0,3,2,0,1,0,1,0
970,152.07,6.0,1,34.0,3,3,2,1,7.0,4,2,0,1,0,1,0
4658,152.73,1.0,1,13.0,4,3,2,0,3.0,3,4,0,1,0,1,0
4700,147.16,1.0,1,7.0,6,4,9,1,8.0,4,4,1,0,0,0,1
200,189.43,4.0,1,13.0,4,3,2,0,9.0,4,0,1,0,1,0,0
978,164.39,21.0,3,22.0,3,3,9,0,7.0,4,2,1,0,0,1,0
4910,258.2,18.0,3,35.0,2,1,5,1,12.0,3,1,1,0,0,1,0
4471,177.1,19.0,1,14.0,4,5,3,0,12.0,4,0,0,1,0,1,0
3800,145.74,1.0,1,9.0,4,5,3,1,1.0,4,4,1,0,0,1,0
1713,163.8,3.0,3,28.0,4,3,3,1,0.0,5,2,0,1,0,1,0
1936,153.24,0.0,3,22.0,3,5,6,0,2.0,5,2,1,0,0,0,1
2620,231.16000000000003,24.0,1,9.0,3,3,3,0,0.0,2,0,1,0,0,1,0
3348,150.59,18.0,1,16.0,4,5,3,1,2.0,4,4,0,1,1,0,0
784,129.94,0.0,1,31.0,1,2,2,1,1.0,4,3,1,0,0,0,1
4950,196.19,7.0,1,12.0,5,1,6,0,3.0,4,0,0,1,0,1,0
1029,296.58,20.0,2,32.0,3,3,4,0,0.0,4,5,1,0,0,1,0
2705,139.78,4.0,1,10.0,1,3,9,0,2.0,3,4,1,0,0,1,0
4239,175.21,20.0,2,12.0,4,4,3,1,3.0,3,2,0,1,0,1,0
1181,196.37,4.0,3,13.0,3,5,3,0,2.0,5,0,1,0,0,1,0
169,123.25999999999999,10.0,1,14.0,3,2,2,1,2.0,0,3,0,1,1,0,0
2603,121.09,0.0,1,10.0,4,5,2,0,0.0,2,3,1,0,0,1,0
4130,176.31,10.0,1,11.0,4,4,9,0,3.0,4,2,1,0,0,1,0
882,175.53,0.0,1,20.0,3,2,1,1,7.0,6,0,1,0,0,0,1
887,113.59,0.0,3,6.0,5,3,2,0,0.0,4,4,1,0,0,0,1
2992,181.61,2.0,1,23.0,3,5,2,0,8.0,3,2,0,1,0,0,1
535,123.80000000000001,20.0,1,14.0,4,2,10,1,0.0,4,3,0,1,0,1,0
1048,180.08,9.0,1,11.0,3,5,5,0,2.0,4,0,1,0,0,1,0
4212,179.54,18.0,3,7.0,4,5,7,1,4.0,5,2,1,0,0,1,0
979,124.50999999999999,2.0,1,14.0,1,3,7,0,0.0,4,3,0,1,0,1,0
2162,177.79,9.0,1,24.0,3,1,3,0,9.0,4,2,0,1,0,0,1
2094,298.45,15.0,3,8.0,5,1,2,0,9.0,5,5,1,0,0,1,0
268,165.38,7.0,3,10.0,3,3,10,0,2.0,5,2,1,0,1,0,0
4183,137.32,1.0,1,22.0,4,1,3,0,1.0,4,4,0,1,0,0,1
2828,158.88,1.0,1,16.0,5,3,2,1,1.0,3,4,0,1,1,0,0
1422,232.45,18.0,1,12.0,3,5,5,1,0.0,6,0,0,1,0,1,0
5143,191.87,8.0,1,9.0,4,1,3,0,12.0,1,2,1,0,0,0,1
4868,175.79,10.0,3,15.0,4,1,6,0,8.0,1,2,0,1,0,1,0
3906,203.47,17.0,3,9.0,4,1,3,1,9.0,3,2,0,1,0,1,0
378,126.91,7.0,1,6.0,3,2,2,0,8.0,4,3,0,1,1,0,0
788,288.24,8.0,3,8.0,5,4,3,1,11.0,5,5,1,0,0,0,1
896,144.0,0.0,3,15.0,4,5,4,0,2.0,4,4,0,1,1,0,0
767,118.59,0.0,1,16.0,4,4,2,1,0.0,0,4,1,0,0,0,1
2090,163.85,28.0,1,24.0,3,4,4,1,7.0,3,2,0,1,0,1,0
3137,172.17,9.0,3,7.0,4,3,11,0,10.0,5,2,0,1,1,0,0
4661,145.83,4.0,1,10.0,4,3,3,0,1.0,3,4,1,0,0,1,0
2342,123.94,0.0,1,14.0,3,3,2,1,7.0,4,3,1,0,0,0,1
3901,220.25,11.0,3,7.0,6,1,3,0,0.0,3,2,0,1,0,1,0
4142,192.28,14.0,3,7.0,4,3,9,0,2.0,4,2,0,1,0,1,0
3508,152.91,5.0,3,27.0,2,2,2,0,3.0,4,4,0,1,1,0,0
4723,186.8,1.0,3,33.0,4,1,3,0,5.0,3,2,1,0,0,0,1
1330,128.09,13.0,1,8.0,4,3,3,0,2.0,4,3,0,1,0,0,1
3173,161.81,9.0,1,32.0,5,2,6,0,3.0,6,2,0,1,0,0,1
92,120.58000000000001,0.0,1,6.0,3,3,1,0,5.0,2,3,0,1,0,0,1
790,126.25,0.0,1,14.0,4,3,2,0,2.0,4,3,1,0,0,0,1
1975,147.75,0.0,1,6.0,4,1,7,0,2.0,4,2,0,1,0,1,0
1388,187.26,0.0,3,14.0,3,3,2,0,7.0,4,0,0,1,0,0,1
4170,149.26,9.0,1,23.0,2,4,2,0,4.0,3,4,0,1,0,1,0
1019,153.32,4.0,3,8.0,3,5,8,0,3.0,6,2,0,1,0,0,1
284,145.56,15.0,1,35.0,3,3,3,0,2.0,4,2,1,0,0,1,0
2561,178.47,16.0,3,8.0,3,1,2,1,8.0,3,2,0,1,0,1,0
4411,234.38,13.0,1,9.0,4,3,2,0,9.0,2,0,1,0,0,0,1
3281,178.24,1.0,3,23.0,4,5,7,0,3.0,5,2,1,0,0,0,1
3338,154.73,11.0,3,28.0,4,2,7,0,1.0,3,4,1,0,1,0,0
2187,125.15,0.0,1,14.0,3,1,2,1,0.0,4,3,1,0,0,1,0
4510,151.96,16.0,2,9.0,4,3,2,1,1.0,1,4,0,1,0,1,0
1904,130.57,11.0,1,8.0,3,3,7,1,1.0,0,3,0,1,0,1,0
2364,156.47,9.0,3,22.0,4,5,5,0,2.0,5,2,1,0,0,1,0
3787,147.96,1.0,1,28.0,5,5,2,0,1.0,1,4,0,1,0,1,0
3255,160.05,1.0,1,17.0,3,3,3,0,3.0,3,4,0,1,0,0,1
2340,140.81,16.0,1,12.0,4,3,2,1,8.0,3,2,1,0,0,0,1
5473,148.35,1.0,2,20.0,5,5,6,1,1.0,6,4,0,1,0,1,0
4580,244.35000000000002,3.0,1,10.0,5,3,3,0,8.0,3,0,0,1,0,1,0
5303,168.85,19.0,3,33.0,5,5,3,0,6.0,5,2,0,1,0,1,0
2100,276.5,18.0,3,17.0,3,1,4,0,1.0,4,1,1,0,0,1,0
1447,129.26,0.0,1,12.0,4,1,2,1,0.0,4,3,1,0,0,0,1
2242,151.71,30.0,3,9.0,4,1,6,0,5.0,4,2,1,0,0,0,1
4179,164.44,12.0,1,9.0,4,1,7,1,3.0,4,4,0,1,0,0,1
5396,186.34,1.0,3,20.0,5,5,7,1,3.0,5,2,0,1,0,1,0
2175,147.66,14.0,1,18.0,3,1,4,1,0.0,4,4,0,1,0,1,0
5394,174.78,21.0,3,9.0,4,4,9,0,1.0,5,2,0,1,0,1,0
4223,201.37,31.0,3,32.0,4,5,9,0,10.0,4,0,1,0,0,0,1
2176,126.1,0.0,1,14.0,3,3,2,0,2.0,0,3,0,1,0,1,0
3966,166.89,11.0,3,16.0,5,4,3,0,4.0,5,2,0,1,0,1,0
3080,268.36,17.0,1,19.0,5,4,3,0,10.0,4,1,0,1,0,1,0
4106,169.4,12.0,3,7.0,4,4,2,0,9.0,4,2,0,1,0,1,0
5036,151.78,1.0,3,28.0,2,1,3,0,3.0,5,4,0,1,0,0,1
5571,146.87,1.0,2,9.0,4,4,6,0,3.0,6,4,1,0,0,1,0
306,137.8,27.0,1,14.0,3,3,8,0,0.0,4,2,1,0,0,0,1
104,123.88999999999999,0.0,1,14.0,4,2,2,1,1.0,0,3,0,1,0,0,1
5371,220.25,11.0,3,8.0,6,1,3,0,0.0,3,2,0,1,0,1,0
2808,199.36,4.0,1,11.0,3,5,1,0,7.0,3,2,0,1,0,0,1
4232,150.01,5.0,1,7.0,4,4,3,0,1.0,3,4,0,1,0,0,1
3678,179.67,15.0,1,29.0,4,2,5,1,4.0,4,2,1,0,0,1,0
4772,172.79,2.0,3,9.0,4,4,3,1,6.0,5,2,1,0,0,1,0
5526,182.36,13.0,3,28.0,6,3,8,0,3.0,4,2,1,0,0,1,0
2793,189.38,14.0,3,9.0,4,4,3,0,4.0,4,2,0,1,0,1,0
2409,120.63999999999999,0.0,2,7.0,3,3,1,0,3.0,4,3,0,1,0,1,0
2660,169.62,9.0,1,8.0,3,4,5,1,0.0,6,2,1,0,0,1,0
3865,177.95,13.0,1,19.0,4,4,6,0,1.0,3,2,0,1,0,1,0
1356,141.93,2.0,1,21.0,4,3,1,1,8.0,4,2,1,0,0,0,1
4304,171.68,6.0,3,16.0,6,1,2,0,8.0,3,2,0,1,0,1,0
2118,188.58,9.0,1,18.0,4,1,1,0,8.0,3,0,1,0,0,0,1
2276,146.95,3.0,1,15.0,3,3,8,1,7.0,3,2,1,0,0,0,1
4027,153.56,2.0,3,10.0,4,4,3,0,1.0,3,4,1,0,0,1,0
2368,120.66,0.0,1,7.0,3,5,3,0,0.0,4,3,1,0,0,1,0
4207,155.22,11.0,1,26.0,4,4,6,0,1.0,4,4,0,1,0,1,0
4807,234.02999999999997,9.0,1,32.0,5,4,5,0,9.0,2,0,0,1,0,1,0
4452,152.89,5.0,3,12.0,4,4,3,0,3.0,5,4,1,0,0,1,0
46,123.25,0.0,3,14.0,5,5,1,0,0.0,1,3,1,0,0,0,1
4233,187.2,6.0,1,7.0,4,4,3,0,10.0,4,2,0,1,0,1,0
4746,151.94,1.0,1,16.0,5,4,3,0,1.0,4,4,0,1,0,1,0
2966,244.95999999999998,3.0,1,29.0,3,4,9,0,3.0,4,0,1,0,0,1,0
3284,152.0,3.0,1,30.0,2,3,3,0,8.0,4,4,0,1,1,0,0
5139,179.29,8.0,1,36.0,4,3,6,0,8.0,3,2,0,1,0,1,0
5038,187.72,16.0,2,9.0,2,5,9,0,4.0,3,2,0,1,0,1,0
4653,184.85,18.0,2,7.0,5,3,6,0,3.0,4,2,1,0,0,0,1
1914,175.87,9.0,3,14.0,4,5,2,0,9.0,4,0,0,1,0,0,1
1062,147.35,11.0,1,6.0,3,1,8,0,9.0,4,2,0,1,0,1,0
4129,201.44,10.0,3,10.0,5,1,2,0,5.0,3,0,1,0,0,1,0
2526,239.66000000000003,22.0,1,12.0,4,3,3,1,12.0,4,1,1,0,0,1,0
1138,127.66,15.0,1,18.0,3,4,9,0,4.0,0,3,0,1,0,1,0
4902,148.8,24.0,1,16.0,4,1,6,0,1.0,4,4,0,1,0,1,0
4123,174.07,1.0,3,15.0,4,3,2,1,5.0,6,2,1,0,0,1,0
3644,303.61,16.0,1,9.0,4,3,2,1,11.0,4,1,0,1,1,0,0
4792,150.15,16.0,1,9.0,4,1,7,1,3.0,3,4,0,1,0,0,1
322,147.17,8.0,3,6.0,3,3,10,0,9.0,5,2,0,1,1,0,0
3071,149.76,4.0,3,9.0,4,4,3,0,1.0,1,4,0,1,1,0,0
2644,165.13,13.0,1,7.0,3,1,5,0,3.0,4,2,1,0,0,1,0
998,161.42,8.0,1,16.0,3,3,4,1,4.0,3,2,1,0,0,0,1
4872,159.52,7.0,1,20.0,4,1,5,0,3.0,4,4,1,0,0,0,1
2503,157.68,10.0,1,25.0,3,3,4,0,2.0,4,2,0,1,0,1,0
1331,156.89,8.0,1,24.0,3,3,2,1,2.0,4,2,0,1,0,1,0
4875,179.88,7.0,1,7.0,2,4,3,1,3.0,6,2,1,0,0,1,0
2661,156.75,16.0,3,8.0,3,1,2,0,7.0,4,2,0,1,0,1,0
3356,166.71,1.0,1,10.0,4,3,2,1,3.0,4,2,1,0,1,0,0
4394,149.36,1.0,1,21.0,4,1,7,1,5.0,3,4,0,1,0,1,0
893,158.1,9.0,1,10.0,4,2,2,0,8.0,4,2,0,1,0,0,1
1976,128.18,17.0,1,14.0,1,1,3,1,2.0,4,3,0,1,0,1,0
349,127.25,0.0,1,29.0,2,2,2,1,4.0,0,3,0,1,1,0,0
2571,134.33,5.0,1,16.0,3,3,7,0,3.0,4,3,0,1,0,1,0
3413,233.45,20.0,1,14.0,4,3,8,0,8.0,3,0,0,1,0,1,0
5222,227.09,18.0,1,9.0,4,3,7,1,0.0,3,0,0,1,0,0,1
1549,166.73,1.0,1,35.0,3,5,8,1,0.0,3,2,0,1,0,1,0
3330,156.62,1.0,1,11.0,5,2,2,0,5.0,4,4,0,1,1,0,0
2179,157.14,7.0,3,15.0,3,3,2,0,3.0,4,2,1,0,0,1,0
2712,122.25999999999999,0.0,1,8.0,3,4,2,0,2.0,1,3,0,1,0,1,0
3299,296.59,17.0,1,21.0,4,5,8,0,1.0,4,1,0,1,1,0,0
3552,147.9,18.0,1,24.0,6,3,4,0,1.0,4,4,0,1,0,0,1
640,128.21,11.0,1,9.0,3,3,4,0,2.0,6,3,0,1,1,0,0
4748,301.39,24.0,1,9.0,4,3,7,0,4.0,3,1,0,1,0,1,0
917,131.62,17.0,1,11.0,4,3,4,0,3.0,4,3,0,1,0,0,1
2000,122.77000000000001,0.0,2,9.0,3,4,4,1,3.0,6,3,0,1,0,1,0
4327,219.19,4.0,3,12.0,4,1,4,0,0.0,4,0,1,0,0,1,0
5165,204.88,3.0,2,24.0,5,5,3,0,10.0,6,0,0,1,0,0,1
5096,305.61,19.0,1,32.0,4,4,5,0,1.0,3,5,1,0,0,0,1
3590,161.92,10.0,1,10.0,4,4,3,0,8.0,1,4,0,1,1,0,0
1352,126.93,3.0,1,30.0,3,3,2,0,0.0,4,3,0,1,0,1,0
881,142.84,0.0,1,34.0,4,5,4,0,3.0,4,2,0,1,0,0,1
3349,174.08,2.0,3,12.0,4,2,3,0,3.0,3,2,0,1,0,0,1
4063,146.33,12.0,1,15.0,5,4,3,1,8.0,3,2,1,0,0,1,0
2014,124.03999999999999,2.0,1,14.0,3,5,8,1,2.0,0,3,0,1,0,1,0
4732,168.35,3.0,1,34.0,4,3,6,0,2.0,3,2,1,0,0,1,0
2168,132.91,2.0,1,16.0,3,4,1,0,1.0,4,3,1,0,0,1,0
